contrast-ratio 50000:1-(Static)
launch-year 2014
refresh-rate 60-Hz
product-name Lloyd-102cm-40-Full-HD-LED-TV-L40ND-2-x-HDMI-2-x-USB-
analog-tv-reception PAL-/-SECAM
speaker-output-rms 8-W-x-2
number-of-speakers 2
sales-package 1-TV-Unit,Remote-Controller,2-Battery-(For-Remote-Control),User-Manual,Wall-Mount
pc-d-sub Yes
hdmi Back
rf-connectivity-input 1
other-audio-features Auto-Volume-Leveller
screen-type LED
sleep-timer Yes
id 1088
aspect-ratio 16:9
usb Location:-Back
warranty-summary 3-Years-Manufacturer-Warranty
other-power-features No---Signal-Power-Off
width-x-height-x-depth-(with-stand) 931.3-mm-x-595.2-mm-x-240-mm
smart-tv No
3d No
installation-&-demo-details We'll-facilitate-the-installation-and-demo-through-authorized-service-engineer-at-your-convenience.-The-installation-will-be-done-within-2-to-5-Business-days-of-delivery-of-the-TV.-The-service-engineer-will-install-your-new-TV,either-on-wall-mount-or-on-table-top.-Installation-and-demo-are-provided-free-of-cost.-The-engineer-will-also-help-you-understand-your-new-TV's-features.-The-process-generally-covers:-Wall-mounted-or-table-top-installation,as-requested-(Wall-mounted-mode-is-recommended-for-better-sound-experience),Physical-check-of-all-ports,including-power-and-USB-ports.-Accessories-also-checked,Demonstration-of-features-and-settings,Quick-run-through-on-how-to-operate-the-TV.
model-name L40ND
pc-audio-in 1
headphone-jack 1
other-connectivity-features AV-Input
rf-capable Yes
hd-technology-&-resolution Full-HD,1920-x-1080
led-display-type LED
other-convenience-features Zoom
power-consumption 75-W,1-W-(Stand-By)
domain TV
other-video-features 3D-Digital-Comb-Filter
view-angle 178-degree
other-dimensions Net-Weight:-7.7-Kg
brightness 250-cd/m²
display-size 102-cm-(40)
power-requirement AC-100---240-V,50/60-Hz
