secondary-camera 2-megapixel
ram 64-MB
network-type 2G
flash LED
display-type TFT
battery-capacity 1200-mAh
processor-clock-speed 312-MHz
operating-frequency GSM---900,1800
width 0.0575
audio-formats MP3,M4A,AAC,WAV,MIDI
phone-book Yes
games Yes
product-name SAMSUNG-Metro-XL-Black-
frame-rate 15-fps
resolution 320-x-240-Pixels
fm-radio Yes
primary-camera 3.1-megapixel
keypad Yes
audio-jack 3.5-mm
expandable-storage 16-GB
primary-camera-features CMOS,VGA-Video-Recording
secondary-camera-features Selfies,9-Continuous-Shots,CMOS
video-recording-resolution 640-x-480
processor-core Single-Core
supported-networks GSM,GSM
usb-connectivity Yes
call-log-memory Yes
bluetooth-version 2.1
other-features SNS-Applications
battery-type Li-Ion
depth 0.0119
browse-type Feature-Phones
supported-memory-card-type MicroSD
memory-card-slot-type NA
sales-package Handset,Battery,Travel-Adapter,Headset
display-colors 262-K
internal-storage 128-MB
sim-size Mini-SIM
domain NOT-ASSIGNED
removable-battery Yes
id 1043
secondary-camera-available Yes
primary-camera-available Yes
video-formats MP4,3GP
height 0.1268
weight 0.105
video-recording Yes
display-size 2.8-inch
color Black
model-name Metro-XL
bluetooth-support Yes
model-number SM-B355EZKDINS
resolution-type QVGA
sms Yes
keypad-type Alphanumeric
sim-type Dual-Sim
