model-number A1387
browse-type Smartphones
bluetooth-support Yes
width 0.0586
display-size 3.5-inch
sound-enhancements Built-in-Speaker,Microphone
hybrid-sim-slot No
product-name Apple-iPhone-4s-White-8-GB-
model-name iPhone-4s
sms-memory Yes
sim-type Single-Sim
otg-compatible No
operating-frequency GSM---850,900,1800,1900;-UMTS---2100
secondary-camera-available Yes
video-recording Yes
warranty-summary 1-Year-for-Mobile-&-Accessories
video-formats MPEG-4,MP4,AVI,AAC-LC,H.264,M4V,MOV
supported-networks WCDMA
video-recording-resolution 1920-x-1080
flash LED
secondary-camera 0.3-megapixel
phone-book-memory Yes
sensors Digital-Compass,Proximity-Sensor,Accelerometer,Three-axis-Gyro-Sensor,Ambient-Light-Sensor
gps-support Yes
battery-type Lithium-Ion
wi-fi-version 802.11-b/g/n
edge Yes
id 1198
height 0.1152
memory-card-slot-type NA
processor-type A5-Chip
primary-camera-available Yes
depth 0.009300000000000001
touchscreen-type Capacitive
hd-recording Yes
other-display-features Oleophobic-Coating-on-Front-and-Back,Brightness,Finger-Print-Resistant,Retina-Display,Multi-touch
smartphone Yes
color White
primary-camera 8-megapixel
sales-package Handset,Apple-Earphones-with-Remote-and-Mic,Dock-Connector-to-USB-Cable,USB-Power-Adapter,Documentation
3g Yes
operating-system iOS-8
call-log-memory Yes
sim-size Micro-SIM
weight 0.14
internal-storage 8-GB
map-support Yes
usb-connectivity Yes
full-hd-recording Yes
touchscreen Yes
nfc No
network-type 3G
removable-battery No
domain Mobile
audio-jack 3.5-mm
wi-fi Yes
audio-formats WAV,MP3
frame-rate 30-fps
resolution 640-x-960-Pixels
primary-camera-features Primary-Camera:-Auto-Focus,Tap-to-Focus,Face-Detection,Panorama,Geo-tagging,Backside-Illumination-Sensor,Five-element-Lens,Hybrid-IR-Filter,f-/-2.4-Aperture--Secondary-Camera:-VGA-resolution-Video-Recording
internet-connectivity Wi-Fi,EDGE,3G
pre-installed-browser Safari
important-apps Weather,iTunes-Store,App-Store,News-Stand,iMovie,iBooks,iTunes-U,Podcasts,Find-My-iPhone,Find-My-Friends,Remote,iTunes-Festival,Stocks,iPhoto,Keynote,Pages,Numbers
bluetooth-version 4
