contrast-ratio 1000000:01-(Static)
launch-year 2015
refresh-rate 60-Hz
product-name Videocon-20-HD-Ready-LED-TV-VKA20HX08M-2-x-HDMI-1-x-USB-
speaker-output-rms 10-W-x-2
number-of-speakers 2
sales-package TV-Unit,Remote-Handset,Battery-Cell,Users-Guide-Book
width-x-height-x-depth-(without-stand) 458-mm-x-278-mm-x-47-mm
pc-d-sub 1
hdmi Rear
screen-type LED
other-audio-features Auto-Volume-Leveller
rf-connectivity-input 1
id 1106
covered-in-warranty Panel,Power-Supply,Main-PCB,Sub-PCBs
usb USB-Location:-Rear,USB-2.0
warranty-summary 1-Year-Videocon-India-Domestic-Warranty
domain TV
clock Yes
width-x-height-x-depth-(with-stand) 458-mm-x-318-mm-x-178-mm
smart-tv No
3d No
installation-&-demo-details This-product-does-not-require-installation.-The-features-of-the-product-are-presented-in-the-user-manual-that-comes-with-it.-Hence,the-manufacturer-does-not-provide-on-site-installation-or-demo-for-the-product.-In-case-of-any-queries-about-the-installation-or-the-features-of-product,kindly-call-us-at-1800-208-9898-or-(080)-49400000-for-assistance.
model-name VKA20HX08M
pc-audio-in 1
not-covered-in-warranty Aesthetic-/-Plastic-Parts-such-as-Remote-Control,Cabinets,Stand,Accessories-such-as-Cables-(-HDMI,AV,DVI-etc);-Any-Accidental-Damages
other-connectivity-features AV-Input:-2
rf-capable Yes
hd-technology-&-resolution HD-Ready,1600-x-900
led-display-type DLED
power-consumption 35-W
component-in-(rgb-cable) DVD-Compatibility-(YPbPr-/-YCbCr):-1
other-video-features Display-Colors:-16.7-Million
view-angle 160-/-150-degree
sound-mode User,Speech,Standard,Music
brightness 250-cd/mÂ²
weight-(with-stand) 2.8-kg
display-size (20)
weight-(without-stand) 2.6-kg
power-requirement AC-100---240-V,50/60-Hz
