contrast-ratio 1000000:1-(Static)
launch-year 2014
refresh-rate 50-Hz
product-name Videocon-40-64cm-16-HD-Ready-LED-TV-VJY16HH06M-1-x-HDMI-1-x-USB-
speaker-output-rms 8-W-x-2
number-of-speakers 2
sales-package TV-Unit,Remote-Handset,Battery-Cell,Users-Guide-Book
width-x-height-x-depth-(without-stand) 467-mm-x-245-mm-x-54-mm
hdmi 1
screen-type LED
other-audio-features Equalizer
rf-connectivity-input 1
id 1093
covered-in-warranty Defect-arising-out-of-Faulty-or-defective-material-or-workmanship.-Parts-&-Labour-cost-is-covered.
usb USB-2.0
warranty-summary 1-Year-Videocon-India-Domestic-Warranty
clock Yes
width-x-height-x-depth-(with-stand) 467-mm-x-282-mm-x-125-mm
smart-tv No
3d No
installation-&-demo-details This-product-does-not-require-installation.-The-features-of-the-product-are-presented-in-the-user-manual-that-comes-with-it.-Hence,the-manufacturer-does-not-provide-on-site-installation-or-demo-for-the-product.-In-case-of-any-queries-about-the-installation-or-the-features-of-product,kindly-call-us-at-1800-208-9898-or-(080)-49400000-for-assistance.
model-name VJY16HH06M
pc-audio-in Yes
other-connectivity-features AV-Input:-1
rf-capable Yes
hd-technology-&-resolution HD-Ready,1366-x-768
led-display-type Direct
other-convenience-features Family-Favorite,Hotel-Mode
power-consumption 35-W
domain TV
other-video-features Display-Colors:-16.7-Million
view-angle 45-degree
sound-mode User,Speech,Standard,Music
brightness 250-cd/mÂ²
weight-(with-stand) 1.7-kg
display-size 40.64-cm-(16)
weight-(without-stand) 1.6-kg
power-requirement AC-100---240-V,50/60-Hz
