contrast-ratio 1000000:01-(Static)
launch-year 2015
refresh-rate 60-Hz
product-name Videocon-81cm-32-HD-Ready-LED-TV-VJU32HH02CAH-1-x-HDMI-1-x-USB-
speaker-output-rms 10-W-x-2
number-of-speakers 2
sales-package 1-TV-Unit,Remote-Handset,Battery-Cell,Users-Guide-Book
width-x-height-x-depth-(without-stand) 744-mm-x-457-mm-x-89-mm
pc-d-sub 1
hdmi Rear
screen-type LED
other-audio-features Auto-Volume-Leveller
rf-connectivity-input 1
id 1097
covered-in-warranty Panel,Power-Supply,Main-PCB,Sub-PCBs
usb USB-Location:-Rear,USB-2.0-MPEG
warranty-summary 1-Year-Videocon-India-Domestic-Warranty
domain TV
width-x-height-x-depth-(with-stand) 744-mm-x-513-mm-x-220-mm
smart-tv No
3d No
installation-&-demo-details We'll-facilitate-the-installation-and-demo-through-authorized-service-engineer-at-your-convenience.-The-installation-will-be-done-within-2-to-5-Business-days-of-delivery-of-the-TV.-The-service-engineer-will-install-your-new-TV,either-on-wall-mount-or-on-table-top.-Installation-and-demo-are-provided-free-of-cost.-The-engineer-will-also-help-you-understand-your-new-TV's-features.-The-process-generally-covers:-Wall-mounted-or-table-top-installation,as-requested-(Wall-mounted-mode-is-recommended-for-better-sound-experience),Physical-check-of-all-ports,including-power-and-USB-ports.-Accessories-also-checked,Demonstration-of-features-and-settings,Quick-run-through-on-how-to-operate-the-TV.
model-name VJU32HH02CAH
pc-audio-in 1
not-covered-in-warranty Aesthetic-/-Plastic-Parts-such-as-Remote-Control,Cabinets,Stand,Accessories-such-as-Cables-(HDMI,AV,DVI-etc);-Any-Accidental-Damages
other-connectivity-features 2-AV-Input
rf-capable Yes
hd-technology-&-resolution HD-Ready,1366-x-768
led-display-type DLED
power-consumption 55-W
component-in-(rgb-cable) DVD-Compatibility-(YPbPr-/-YCbCr):-1
other-video-features Display-Colors:-16.7-Million
view-angle 178-degree
sound-mode User,Speech,Standard,Music,Soen
brightness 300-cd/m²
weight-(with-stand) 5.5-kg
display-size 81-cm-(32)
weight-(without-stand) 4.9-kg
power-requirement AC-100---240-V,50/60-Hz
