refrigerator-type Top-Freezer-Refrigerator
egg-tray Yes
net-depth 594-mm
built-in-stabilizer Yes
freezer-interior-light Yes
installation-&-demo This-product-does-not-require-installation.-The-features-of-the-product-are-presented-in-the-user-manual-that-comes-with-it.-Hence,the-manufacturer-does-not-provide-on-site-installation-or-demo-for-the-product.-In-case-of-any-queries-about-the-installation-or-the-features-of-product,kindly-call-us-at-1800-208-9898-or-(080)-49400000-for-assistance.
star-rating 5
type Single-Door
number-of-doors 1
toughened-glass Yes
product-name SAMSUNG-212-L-Direct-Cool-Single-Door-Refrigerator-RR21K274ZRZ-Tender-Lily-Red-
other-power-features Voltage-Fluctuation-Range:-100---300-V
stabilizer-required No
wheel-support No
sales-package 1-Refrigerator,User-Manual-and-Warranty-Card
interior-finish Caribbean-Blue-Interiors
water-&-ice-dispenser No
number-of-refrigerator-shelves 3
warranty-summary 10-Year-on-Digital-Compressor&1-Year-on-Unit
weight 35.24
door-lock Yes
door-alarm No
handle-type Bar-Chrome-Handle
compressor-type Digital-Inverter-Compressor
capacity 212-L
shelf-material Toughened-Glass
net-height 1304-mm
net-width 532-mm
technology-used Digital-Inverter-Technology
defrosting-type Direct-Cool
domain Refrigerator
other-features Smart-Connect-Inverter,Crown-Door
water-dispenser No
not-covered-in-warranty Parts:-Plastic-/-Glassware-/-Bulb-/-Tube.-Any-Accessories-External-to-the-Product.-The-Product-is-not-Used-According-to-the-Instructions-Given-in-the-Instructions-Manual.-Defects-Caused-by-Improper-Use-as-Determined-by-the-Company-Personnel.-Modification-or-Alteration-of-Any-Nature-made-in-the-Electrical-Circuitry-or-Physical-Construction-of-the-Set.-Site-(where-the-Premises-is-Kept)-Conditions-that-do-Not-Confirm-to-the-Recommended-Operating-Conditions-of-the-Machine.-The-Serial-Number-is-Removed,Altered-or-Obliterated-from-the-Machine.-Defects-Due-to-Cause-Beyond-Control-Like-Lightening,Abnormal-Voltage,Acts-of-God-or-While-in-Transit-to-the-Service-Centers-or-Purchasers-Residence.
coolpad Yes
covered-in-warranty All-Parts-Excluding-Plastic-Parts,Glassware,Bulb-and-Tube-from-the-Date-of-Purchase-Against-Defective-Material-and-Workmanship
id 1158
design Floral-Design
refrigerator-interior-light Yes
other-performance-features Cool-Wave-of-9-hrs
