model-number A1586
browse-type Smartphones
bluetooth-support Yes
width 0.067
display-size 4.7-inch
product-name Apple-iPhone-6-Grey-128-GB-1-GB-RAM-
model-name iPhone-6
ram 1-GB
sim-type Single-Sim
pre-installed-browser Safari
operating-frequency GSM---850,900,1800,1900;-UMTS---1700,2100;-LTE---700,2300,2500,2600
secondary-camera-available Yes
warranty-summary 1-Year-Manufacturer-Warranty
video-recording Yes
audio-jack 3.5-mm
video-formats H.264,MP4,MOV,M4V,AAC-LC,MPEG4,AVI,MJPEG,PCM
other-features Mobile-Network,Multiple-Languages-and-Characters-Support,Built-in-Speaker,Microphone,Lightning-Connector,On-/-Off-or-Sleep-/-Wake,Calendar,Notes,Reminders,Clock,Calculator,Lightning-Connector,Audio-Calling,AirPlay-Mirroring-Photos,Audio-and
hd-recording Yes
video-recording-resolution 1920-x-1080
primary-camera-available Yes
processor-clock-speed 1.4-GHz
secondary-camera 1.2-megapixel
phone-book-memory Yes
sensors Three-axis-Gyro-Sensor,Barometer,Fingerprint-Identity-Sensor,Proximity-Sensor,Ambient-Light-Sensor,Accelerometer
battery-type Li-Ion
wi-fi-version 802.11-a/b/g/n/ac
edge Yes
network-type 4G,3G
id 1216
height 0.1381
nfc Yes
processor-type A8-Chip-with-64-bit-Architecture-and-M8-Motion-Co-processor
supported-networks GSM
depth 0.006900000000000001
wi-fi-hotspot Yes
other-display-features LED-Backlit-Wide-Screen,Wide-angle-Viewing,Full-sRGB-Standard,500-cd-/-m2-Maximum-Brightness,Reachability,IPS-Display,Dual-domain-Pixels,Multi-touch,Finger-Print-Resistant-Oleophobic-Coating-on-Front,Display-Zoom
smartphone Yes
color Grey
primary-camera 8-megapixel
sales-package Handset,Lightening-Charger,Quick-Start-Guide,Data-Cable,Headphone
3g Yes
operating-system iOS-8
call-log-memory Yes
gprs Yes
sim-size Nano-SIM
weight 0.129
internal-storage 128-GB
resolution-type Retina-HD-Display
sms-memory Yes
usb-connectivity Yes
secondary-camera-features f/2.2-Aperture,HD-Video-Recording,Backside-Illumination-Sensor,Auto-HDR-for-Photos-and-Videos,Improved-Face-Detection,Burst-Mode,Exposure-Control
full-hd-recording Yes
domain Mobile
processor-core Dual-Core
wi-fi Yes
audio-formats WAV,AAX,AAX+,AAC,VBR,MP3,AIFF,HE-AAC
gps-support Yes
resolution 1334-x-750-Pixels
primary-camera-features iSight-Camera,1.5-Pixels,Auto-Focus,Focus-Pixels,f/2.2-Aperture,True-Tone-Flash,Five-element-Lens,Hybrid-IR-Filter,Backside-Illumination-Sensor,Sapphire-Crystal-Lens-Cover,Auto-Image-Stabilisation,Auto-HDR-for-Photos,Improved-Face-Detection,Exposure-Control,Panorama-(Upto-43-MP),Burst-Mode,Tap-to-Focus,Photo-Geo-tagging,Timer-Mode,Slow-motion-Video:-Shoot-Video-at-120-fps,Time-lapse-Video,Cinematic-Video-Stabilisation,Continuous-Auto-Focus-Video,Take-Still-Photos-While-Recording-Video,Zoom---3x,Video-Geo-tagging
internet-connectivity Wi-Fi,3G,4G,EDGE,GPRS
important-apps Health,Face-Time,Passbook,iTunes-Store,App-Store,iBooks,Game-Center,Weather,Voice-Memos,Stocks,News-Stand,Podcasts,iMovie,Pages,Keynote,Numbers,iTunes-U,Garage-Band,Remote,Find-My-iPhone,Find-My-Friends,Air-Drop,Air-Play,Control-Cen
bluetooth-version 4
map-support Google-Maps
