power-source AC-Adapter
usb-ports 1-USB-Ports
portable No
built-in-fm-radio Yes
bluetooth No
power-input AC-220V-240V/50Hz
headphone-jack Yes
domestic-warranty 6-Month
domain Speaker
sales-package Speaker,USB-Cable
type Home-Audio-Speaker
driver-type satellite
display-type LCD
satellite-weight 14.8-kg
controls Rotary-type-Volume,ON/OFF
remote-control-support WIERD
model-name IT-880-U-OS
color Black
compatible-devices Mobile
outdoor-usage Yes
configuration 2.1-Channel
not-covered-in-warranty warranty-in-damage
id 1142
signal-to-noise-ratio 55-dB
wired/wireless Wired
memory-card-slot Yes
satellite-(width-x-height-x-depth) 29.5-x-17.7-mm
product-name Intex-IT-880-U-OS-Home-Audio-Speaker-Black-2-1-Channel-
impedance 8Ω
chassis-material Yes,plastic-Chassis
amplifier YES
power-output 10W-+-3W-x-2
frequency-response Main-Unit-:-20Hz-200Hz,
warranty-service-type Intex-service-center
wall-mountable-satellite Yes
technology-used Multipoint-technology
