secondary-camera 5-megapixel
ram 2-GB
network-type 4G,3G,2G
full-hd-recording Yes
display-type Super-AMOLED
battery-capacity 2900-mAh
processor-clock-speed 1.6-GHz
operating-frequency GSM---850,900,1800,1900;-UMTS---B1(2100),B2(1900),B5(850),B8(900);-4G-LTE-(FDD)---B1(2100),B3(1800),B5(850),B7(2600),B8(900),B20(800),LTE-(TDD)---B40(2300)
width 0.071
audio-formats MP3,M4A,3GA,AAC,OGG,OGA,WAV,WMA,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA
phone-book Yes
user-memory 10.7-GB
product-name SAMSUNG-Galaxy-A5-2016-Edition-Gold-16-GB-2-GB-RAM-
pre-installed-browser Android
frame-rate 30-fps
warranty-summary 1-Year-Manufacturer-Warranty
resolution 1920-x-1080-Pixels
touchscreen Yes
primary-camera 13-megapixel
sim-type Dual-Sim
expandable-storage 128-GB
removable-battery No
flash LED
primary-camera-features CMOS,f/1.9-Aperture,Auto-Focus,OIS,Quick-Launch
operating-system Android-Lollipop-5.1
secondary-camera-features f/1.9-Aperture,CMOS
sensors Accelerometer,Fingerprint-Sensor,Geo-magnetic-Sensor,Hall-Sensor,Proximity-Sensor,RGB-Light-Sensor
video-recording-resolution 1920-x-1080
phone-book-memory Yes
nfc Yes
processor-core Octa-Core
wi-fi-version 802.11-a/b/g/n
gps-support Yes
usb-connectivity Yes
wi-fi Yes
supported-networks 4G-LTE,GSM
other-display-features 2.5D-Gorilla-Glass-4
call-log-memory Yes
weight 0.153
bluetooth-version 4.1
other-features Wi-Fi-Direct,ANT+-Connectivity
battery-type Li-Ion
depth 0.0073
browse-type Smartphones
supported-memory-card-type MicroSD
sales-package Handset,Charger,Data-Cable,Earphone,2-Ear-buds,Ejector-Pin
display-colors 16-M
internal-storage 16-GB
sim-size Nano-SIM
internet-connectivity 4G,3G,Wi-Fi
domain Mobile
hd-recording Yes
id 1040
secondary-camera-available Yes
primary-camera-available Yes
video-formats MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM
audio-jack 3.5-mm
3g Yes
voice-input Yes
height 0.1448
video-recording Yes
display-size 5.2-inch
color Gold
model-name Galaxy-A5-2016-Edition
bluetooth-support Yes
map-support Google-Maps
smartphone Yes
model-number SM-A510FZDFINS
resolution-type Full-HD
sms Yes
sms-memory Yes
processor-type Exynos
