contrast-ratio 1000000:01-(Static)
launch-year 2015
refresh-rate 60-Hz
product-name Videocon-49-5cm-20-HD-Ready-LED-TV-VJU20HH02F-1-x-HDMI-1-x-USB-
speaker-output-rms 8-W-x-2
number-of-speakers 2
sales-package 1-TV-Unit,Remote-Handset,Battery-Cell,Users-Guide-Book
width-x-height-x-depth-(without-stand) 480-mm-x-301-mm-x-84-mm
pc-d-sub 1
hdmi Rear
screen-type LED
other-audio-features Auto-Volume-Leveller
rf-connectivity-input 1
id 1099
covered-in-warranty Panel,Power-Supply,Main-PCB,Sub-PCBs
usb USB-Location:-Rear,USB-2.0
warranty-summary 1-Year-Videocon-India-Domestic-Warranty
domain TV
width-x-height-x-depth-(with-stand) 480-mm-x-343-mm-x-170-mm
smart-tv No
3d No
installation-&-demo-details This-product-does-not-require-installation.-The-features-of-the-product-are-presented-in-the-user-manual-that-comes-with-it.-Hence,the-manufacturer-does-not-provide-on-site-installation-or-demo-for-the-product.-In-case-of-any-queries-about-the-installation-or-the-features-of-product,kindly-call-us-at-1800-208-9898-or-(080)-49400000-for-assistance.
model-name VJU20HH02F
pc-audio-in 1
not-covered-in-warranty Aesthetic-/-Plastic-Parts-such-as-Remote-Control,Cabinets,Stand,Accessories-such-as-Cables-(HDMI,AV,DVI-etc);-Any-Accidental-Damages
other-connectivity-features 1-AV-Input
rf-capable Yes
hd-technology-&-resolution HD-Ready,1600-x-900
led-display-type DLED
power-consumption 35-W
component-in-(rgb-cable) DVD-Compatibility-(YPbPr-/-YCbCr):-1
other-video-features Display-Colors:-16.7-Million
view-angle 160-/-150-degree
sound-mode User,Standard,Music,Speech
brightness 250-cd/mÂ²
weight-(with-stand) 2.5-kg
display-size 49.5-cm-(20)
weight-(without-stand) 2.2-kg
power-requirement AC-100---240-V,50/60-Hz
